time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-02-27T01:50:27.439Z,-5.7485,101.7509,10,4.3,mb,,165,1.828,0.72,us,us7000dfhz,2021-03-04T22:25:48.040Z,"222 km SSW of Bengkulu, Indonesia",earthquake,8.6,1.9,0.238,6,reviewed,us,us
2021-02-27T02:04:54.170Z,-22.9413,171.5208,10,4.4,mb,,119,3.774,1.32,us,us7000dfi0,2021-03-04T22:35:56.040Z,"southeast of the Loyalty Islands",earthquake,9.2,1.9,0.155,12,reviewed,us,us
2021-02-27T02:13:01.910Z,-18.5079,-177.9418,553.86,5.6,mww,,33,3.883,0.92,us,us7000de1v,2021-03-01T19:43:17.040Z,"293 km E of Levuka, Fiji",earthquake,10.3,6.9,0.083,14,reviewed,us,us
2021-02-27T02:32:53.166Z,4.7386,126.2229,91.65,4.5,mb,,115,2.402,1.27,us,us7000de1z,2021-02-27T02:51:18.040Z,"111 km SE of Sarangani, Philippines",earthquake,9,8.1,0.1,29,reviewed,us,us
2021-02-27T03:00:49.176Z,60.0131,-152.7168,90.6,3.2,ml,,,,0.67,ak,ak0212nyyj7t,2021-02-27T19:15:39.161Z,"55 km W of Happy Valley, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-02-27T03:24:36.386Z,-23.6826,171.3802,10,4.3,mb,,122,3.773,0.6,us,us7000dfi1,2021-03-04T22:45:15.040Z,"southeast of the Loyalty Islands",earthquake,7.5,1.9,0.217,6,reviewed,us,us
2021-02-27T03:39:05.870Z,32.8236,-109.1383,5,2.8,ml,,65,0.272,0.53,us,us7000de2a,2021-03-06T02:36:54.524Z,"9 km SE of York, Arizona",earthquake,2.8,1.9,0.07,27,reviewed,us,us
2021-02-27T04:49:26.957Z,-0.5209,122.0644,10,4.4,mb,,105,0.876,0.77,us,us7000de2n,2021-02-27T05:07:30.040Z,"93 km WNW of Luwuk, Indonesia",earthquake,4.5,1.8,0.149,14,reviewed,us,us
2021-02-27T05:30:44.630Z,18.9936,-65.3225,15,3.23,md,14,317,1.001,0.27,pr,pr2021058004,2021-03-11T07:14:44.040Z,"76 km N of Culebra, Puerto Rico",earthquake,8.42,16.98,0.19,7,reviewed,pr,pr
2021-02-27T06:53:13.450Z,-0.6509,123.7893,47.15,4.4,mb,,80,1.089,0.73,us,us7000de3t,2021-03-11T07:17:54.040Z,"116 km ENE of Luwuk, Indonesia",earthquake,7.3,8.5,0.13,17,reviewed,us,us
2021-02-27T06:59:46.661Z,-43.4692,-83.7437,10,4.4,mb,,200,7.363,0.51,us,us7000de3v,2021-03-11T07:19:53.151Z,"West Chile Rise",earthquake,6.7,2,0.139,15,reviewed,us,us
2021-02-27T07:06:39.283Z,-30.4329,-179.446,297.13,4.3,mb,,124,1.771,1.11,us,us7000de3y,2021-03-11T07:20:12.040Z,"Kermadec Islands region",earthquake,13.1,10.7,0.16,11,reviewed,us,us
2021-02-27T08:07:46.750Z,64.0333,-22.1446,10,5.2,mww,,98,0.8,0.56,us,us7000de48,2021-03-11T07:34:55.687Z,"9 km SW of Álftanes, Iceland",earthquake,6.5,1.9,0.058,29,reviewed,us,us
2021-02-27T08:17:26.860Z,35.6845,-117.4776667,7.7,3.1,ml,47,70,0.0986,0.14,ci,ci39803680,2021-03-11T07:36:39.040Z,"11km SW of Searles Valley, CA",earthquake,0.14,0.56,0.145,103,reviewed,ci,ci
2021-02-27T08:19:38.030Z,-23.0833,-67.9032,134.37,4.3,mwr,,89,0.285,0.58,us,us7000de4d,2021-03-11T07:39:39.374Z,"36 km ESE of San Pedro de Atacama, Chile",earthquake,6,9,,,reviewed,us,guc
2021-02-27T08:20:54.644Z,23.1136,142.9404,106.98,4.8,mb,,127,4.023,0.59,us,us7000de4g,2021-03-11T07:41:14.040Z,"Volcano Islands, Japan region",earthquake,10.4,4.7,0.112,25,reviewed,us,us
2021-02-27T08:30:17.942Z,7.5998,-73.4299,111,4.4,mb,,57,1.73,1.3,us,us7000dfic,2021-03-11T12:39:22.040Z,"18 km SSW of San Alberto, Colombia",earthquake,5.9,8.7,0.134,16,reviewed,us,us
2021-02-27T10:27:41.847Z,14.1829,-92.2214,36.74,4.6,mb,,190,0.613,0.99,us,us7000de4x,2021-02-27T10:44:15.040Z,"35 km WSW of Champerico, Guatemala",earthquake,7.6,9.6,0.031,318,reviewed,us,us
2021-02-27T10:43:52.904Z,14.1072,-92.1807,58.83,4.3,mb,,182,0.627,0.62,us,us7000de51,2021-02-27T11:10:26.040Z,"35 km SW of Champerico, Guatemala",earthquake,10.3,12.8,0.047,127,reviewed,us,us
2021-02-27T11:13:02.401Z,44.3844,-114.7195,10,3.7,ml,,71,0.253,0.63,us,us7000de55,2021-03-06T16:58:20.844Z,"25 km NE of Stanley, Idaho",earthquake,1.6,2,0.047,60,reviewed,us,us
2021-02-27T11:35:54.450Z,44.3941667,-114.7321667,9.33,2.58,ml,16,70,0.254,0.24,mb,mb80489439,2021-03-02T16:05:59.550Z,"25 km NE of Stanley, Idaho",earthquake,0.45,1.11,0.191,13,reviewed,mb,mb
2021-02-27T11:42:54.313Z,-38.8381,175.7342,123.49,4.8,mb,,58,0.76,0.5,us,us7000de5b,2021-02-27T12:01:09.040Z,"18 km NNW of Turangi, New Zealand",earthquake,5.3,6.1,0.111,26,reviewed,us,us
2021-02-27T12:58:39.285Z,-5.746,101.5989,10,4.3,mb,,196,1.929,0.72,us,us7000de5m,2021-02-27T13:21:12.040Z,"227 km SSW of Bengkulu, Indonesia",earthquake,10,1.9,0.143,14,reviewed,us,us
2021-02-27T13:33:14.470Z,43.8404,-129.0813,10,4,mb,,231,2.033,0.88,us,us7000de5r,2021-02-28T22:34:03.478Z,"off the coast of Oregon",earthquake,10.7,2,0.3,3,reviewed,us,us
2021-02-27T14:57:40.830Z,36.4995,-117.8985,8.53,2.55,ml,42,39,0.09222,0.2,ci,ci39803792,2021-03-02T00:17:30.550Z,"18km ESE of Lone Pine, CA",earthquake,0.21,0.44,0.178,24,reviewed,ci,ci
2021-02-27T15:16:25.974Z,-54.0978,-59.7401,11.45,4.8,mb,,69,2.63,0.86,us,us7000de65,2021-02-27T17:44:09.260Z,"Falkland Islands region",earthquake,6.6,4.1,0.093,36,reviewed,us,us
2021-02-27T16:18:00.499Z,65.0352,-149.9558,14.7,2.9,ml,,,,0.68,ak,ak0212o6su1n,2021-02-27T19:32:24.040Z,"31 km WSW of Minto, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-02-27T16:28:13.536Z,56.5384,-156.5058,70.3,2.9,ml,,,,0.58,ak,ak0212o6v3f1,2021-02-27T19:35:12.040Z,"120 km ENE of Chignik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-02-27T17:33:44.099Z,59.3505,-138.3148,2.43,2.9,ml,,138,1.234,0.57,us,us7000de6t,2021-03-02T15:49:03.040Z,"83 km ESE of Yakutat, Alaska",earthquake,3,8.3,0.037,95,reviewed,us,us
2021-02-27T17:46:05.340Z,36.9413333,-119.2741667,33.45,2.76,ml,26,114,0.1344,0.11,nc,nc73528961,2021-03-03T20:59:28.992Z,"18km SSE of Shaver Lake, CA",earthquake,0.4,0.71,0.277,20,reviewed,nc,nc
2021-02-27T18:59:25.398Z,61.3286,-149.9991,42.1,5.3,mww,,,,0.86,ak,ak0212o88mof,2021-03-14T11:52:16.084Z,"3 km SSW of Point MacKenzie, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-02-27T19:16:58.174Z,42.7092,-103.5676,5,2.6,mb_lg,,81,1.452,0.51,us,us7000de7h,2021-03-14T03:38:17.040Z,"13 km WNW of Crawford, Nebraska",earthquake,4.9,2,0.12,18,reviewed,us,us
2021-02-27T19:30:06.886Z,51.8913,-166.2845,10,3.4,ml,,224,1.816,0.54,us,us7000de87,2021-03-14T03:49:22.040Z,"210 km SE of Nikolski, Alaska",earthquake,4.8,2,0.105,12,reviewed,us,us
2021-02-27T20:03:45.862Z,28.8397,86.469,15.43,4.1,mb,,134,0.928,0.75,us,us7000de7r,2021-03-14T04:09:03.040Z,"104 km NNW of Lobujya, Nepal",earthquake,8.2,5,0.111,22,reviewed,us,us
2021-02-27T20:14:17.375Z,-24.5052,-175.6357,10,5.3,mww,,77,5.145,1.08,us,us7000de7t,2021-03-14T04:49:48.040Z,"south of Tonga",earthquake,9.8,1.8,0.08,15,reviewed,us,us
2021-02-27T20:16:17.174Z,6.8501,-73.0533,143.81,4.4,mb,,59,0.951,0.72,us,us7000dfik,2021-03-14T05:01:20.040Z,"13 km NW of Cepitá, Colombia",earthquake,6.7,7.6,0.134,16,reviewed,us,us
2021-02-27T20:28:33.773Z,4.929,-82.696,10,4.8,mb,,81,3.514,0.9,us,us7000de80,2021-02-27T20:43:12.040Z,"south of Panama",earthquake,8.1,1.9,0.044,162,reviewed,us,us
2021-02-27T21:13:10.212Z,45.5918,26.5243,129.73,4.1,mb,,41,0.419,1.06,us,us7000de88,2021-03-14T10:53:37.244Z,"12 km NNW of Lopătari, Romania",earthquake,6.2,5.1,0.111,22,reviewed,us,us
2021-02-27T22:13:07.025Z,54.943,-159.4514,21.29,4.3,mwr,,109,0.137,0.77,us,us7000de8d,2021-02-28T00:40:07.591Z,"79 km ESE of Sand Point, Alaska",earthquake,4.7,5.2,0.049,40,reviewed,us,us
2021-02-27T22:36:34.003Z,-24.2731,-67.2027,196.69,4.4,mb,,68,1.591,1,us,us7000de8j,2021-02-28T03:32:51.376Z,"89 km W of San Antonio de los Cobres, Argentina",earthquake,4.9,8.6,0.162,11,reviewed,us,us
2021-02-28T00:01:50.857Z,9.4062,-84.536,16.54,4.6,mb,,132,0.62,0.8,us,us7000de8s,2021-03-05T00:11:27.775Z,"25 km SSE of Jacó, Costa Rica",earthquake,3,3.8,0.083,43,reviewed,us,us
2021-02-28T00:19:16.737Z,64.0429,-22.1979,10,4.6,mb,,113,0.802,0.86,us,us7000de8w,2021-03-01T00:49:07.740Z,"10 km SW of Álftanes, Iceland",earthquake,5.8,1.9,0.073,55,reviewed,us,us
2021-02-28T02:16:03.469Z,-17.5676,-72.583,9.65,5.5,mww,,143,2.277,1.37,us,us7000de9a,2021-03-01T17:15:45.040Z,"81 km SW of Islay (Matarani), Peru",earthquake,8,4,0.05,39,reviewed,us,us
2021-02-28T02:56:22.490Z,35.906,-117.6923333,2.56,2.66,ml,44,27,0.05392,0.16,ci,ci39804392,2021-03-01T20:51:22.140Z,"20km E of Little Lake, CA",earthquake,0.13,0.27,0.17,23,reviewed,ci,ci
2021-02-28T03:36:08.788Z,61.204,-149.3012,7.4,2.6,ml,,,,0.98,ak,ak0212pmpie7,2021-03-05T23:21:55.040Z,"18 km ESE of Elmendorf Air Force Base, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2021-02-28T04:30:10.661Z,57.0561,-155.1123,37.2,2.5,ml,,,,0.6,ak,ak0212pn9o9a,2021-02-28T05:10:10.040Z,"58 km WNW of Akhiok, Alaska",earthquake,,4.5,,,automatic,ak,ak
2021-02-28T04:41:52.303Z,-22.3775,-68.5092,123.16,4.6,mb,,41,0.648,1.23,us,us7000de9t,2021-02-28T14:05:07.297Z,"43 km ENE of Calama, Chile",earthquake,5.5,5,0.093,34,reviewed,us,us
2021-02-28T04:43:40.840Z,38.7873333,-122.7665,1.5,2.58,md,75,56,0.0166,0.09,nc,nc73529096,2021-03-05T06:48:16.224Z,"1km NW of The Geysers, CA",earthquake,0.11,0.21,0.19,62,reviewed,nc,nc
2021-02-28T05:17:18.212Z,37.7794,47.6781,10,4.1,mb,,63,2.783,0.5,us,us7000de9z,2021-02-28T05:50:55.040Z,"64 km ENE of Hashtrūd, Iran",earthquake,7.7,1.9,0.114,21,reviewed,us,us
2021-02-28T08:24:37.350Z,38.095,-118.8941667,11.82,3.24,ml,51,90,0.3358,0.06,nc,nc73529186,2021-03-02T01:22:13.049Z,"17km SE of Bodie, CA",earthquake,0.2,1.14,0.258,26,reviewed,nc,nc
2021-02-28T08:45:39.170Z,35.8421667,-121.4531667,8.85,3.73,mw,123,183,0.1987,0.1,nc,nc73529196,2021-03-13T10:46:04.056Z,"22km SSE of Lopez Point, CA",earthquake,0.15,0.24,,3,reviewed,nc,nc
2021-02-28T08:48:19.190Z,35.849,-121.4495,6.44,2.97,ml,68,178,0.2012,0.09,nc,nc73529201,2021-02-28T22:48:06.263Z,"22km SSE of Lopez Point, CA",earthquake,0.24,0.96,0.084,16,reviewed,nc,nc
2021-02-28T09:36:27.425Z,-14.6606,174.0966,601.97,4.2,mb,,88,4.883,0.71,us,us7000dfj6,2021-03-12T05:34:01.040Z,"Fiji region",earthquake,15.5,12,0.115,21,reviewed,us,us
2021-02-28T10:37:08.300Z,35.8385,-121.4558333,8.2,3.16,ml,100,182,0.1979,0.13,nc,nc73529256,2021-03-12T05:38:22.040Z,"22km SSE of Lopez Point, CA",earthquake,0.21,0.4,0.119,46,reviewed,nc,nc
2021-02-28T10:44:50.545Z,51.0954,-178.9525,22,5.4,mww,,124,0.466,0.96,us,us7000dec0,2021-03-14T10:54:59.698Z,"182 km WSW of Adak, Alaska",earthquake,4.9,1.9,0.053,34,reviewed,us,us
2021-02-28T10:51:27.957Z,37.4291,-115.5139,0,3.4,ml,28,97.65,0.284,0.1365,nn,nn00801429,2021-03-12T05:44:29.040Z,"31 km SE of Rachel, Nevada",earthquake,,1.2,0.18,13,reviewed,nn,nn
2021-02-28T11:32:29.507Z,64.0363,-21.6833,10,4.2,mb,,141,0.73,0.88,us,us7000dfj9,2021-03-12T06:10:34.040Z,"12 km ESE of Hafnarfjörður, Iceland",earthquake,6.3,1.9,0.175,9,reviewed,us,us
2021-02-28T11:38:35.326Z,0.1415,-20.6337,10,4.2,mb,,98,14.848,0.24,us,us7000dfjz,2021-03-12T06:15:48.040Z,"central Mid-Atlantic Ridge",earthquake,11.3,1.9,0.187,8,reviewed,us,us
2021-02-28T11:58:23.549Z,27.2327,141.7019,83.67,4,mb,,123,0.451,0.58,us,us7000dfjy,2021-03-12T06:24:12.040Z,"Bonin Islands, Japan region",earthquake,8.6,8.6,0.196,7,reviewed,us,us
2021-02-28T12:00:13.089Z,34.39983333,-97.42766667,4.89,2.59,ml,95,51,0.05218975859,0.29,ok,ok2021ecwy,2021-03-12T06:25:35.040Z,"9 km SE of Ratliff City, Oklahoma",earthquake,,0.5,0.26,23,reviewed,ok,ok
2021-02-28T12:26:02.380Z,37.8234,20.7651,10,4.5,mb,,138,1.124,0.57,us,us7000dec9,2021-03-12T06:30:02.040Z,"0 km SE of Katastárion, Greece",earthquake,5.9,1.9,0.11,24,reviewed,us,us
2021-02-28T12:42:21.802Z,32.27874756,-101.7762719,6.38269043,3,ml,27,59,0.070809028,0.3,tx,tx2021ecyi,2021-03-12T06:31:42.040Z,"16 km N of Stanton, Texas",earthquake,1.612108295,1.117979115,0.2,13,reviewed,tx,tx
2021-02-28T13:21:48.581Z,-48.1507,31.8391,10,5,mb,,106,17.829,0.7,us,us7000decj,2021-03-07T18:03:57.040Z,"south of Africa",earthquake,14.7,1.9,0.087,42,reviewed,us,us
2021-02-28T13:25:40.364Z,-30.1163,-177.7386,44.85,4.9,mb,,129,0.884,0.71,us,us7000decm,2021-03-07T18:05:49.040Z,"Kermadec Islands, New Zealand",earthquake,10.3,6.1,0.104,31,reviewed,us,us
2021-02-28T13:39:16.294Z,-11.3774,166.8423,115.54,4.5,mb,,96,4.06,0.45,us,us7000dfjh,2021-03-07T18:21:58.040Z,"135 km ESE of Lata, Solomon Islands",earthquake,13.6,10.4,0.171,10,reviewed,us,us
2021-02-28T13:46:45.800Z,36.5573333,-117.9995,7.85,3.49,ml,38,48,0.134,0.21,ci,ci39804712,2021-03-08T23:45:11.062Z,"7km ESE of Lone Pine, CA",earthquake,0.21,0.58,0.138,81,reviewed,ci,ci
2021-02-28T14:05:57.406Z,47.3644,153.0318,74.35,4.5,mb,,124,6.481,0.43,us,us7000decw,2021-03-07T19:09:21.040Z,"Kuril Islands",earthquake,10.8,7.2,0.089,38,reviewed,us,us
2021-02-28T14:18:56.540Z,35.8476667,-121.4541667,9.2,2.88,ml,72,186,0.248,0.09,nc,nc73529321,2021-03-07T19:10:26.040Z,"22km SSE of Lopez Point, CA",earthquake,0.23,0.38,0.056,14,reviewed,nc,nc
2021-02-28T14:30:15.823Z,30.168,131.1003,29.12,4.8,mww,,79,1.448,0.63,us,us7000decy,2021-03-07T19:12:12.040Z,"49 km ESE of Koseda, Japan",earthquake,2.8,5,0.093,11,reviewed,us,us
2021-02-28T14:31:56.903Z,30.0044,131.4782,24.92,4.6,mb,,123,1.74,0.6,us,us7000dfjx,2021-03-07T19:32:45.040Z,"90 km ESE of Koseda, Japan",earthquake,8.3,6,0.104,28,reviewed,us,us
2021-02-28T14:50:37.393Z,-18.0356,-177.9963,606.02,4.3,mb,,130,3.708,0.56,us,us7000dfjb,2021-03-07T19:58:58.040Z,"284 km E of Levuka, Fiji",earthquake,15.1,10.3,0.137,16,reviewed,us,us
2021-02-28T15:22:08.248Z,58.3063,-137.529,1.2,2.6,ml,,,,0.57,ak,ak0212ptrplk,2021-02-28T15:32:06.260Z,"70 km W of Elfin Cove, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-02-28T15:26:06.685Z,-5.4883,102.3197,35,4.5,mb,,134,1.287,0.46,us,us7000dfjc,2021-03-07T20:12:57.040Z,"186 km S of Bengkulu, Indonesia",earthquake,3.8,2,0.163,13,reviewed,us,us
2021-02-28T15:40:21.213Z,-4.9559,147.3972,130.27,4,mb,,78,4.426,0.84,us,us7000dfjd,2021-03-07T20:26:24.040Z,"180 km E of Madang, Papua New Guinea",earthquake,11.1,9.7,0.13,16,reviewed,us,us
2021-02-28T15:50:28.444Z,-5.6636,101.6875,10,4.6,mb,,78,1.808,0.57,us,us7000ded9,2021-03-07T20:28:20.162Z,"215 km SSW of Bengkulu, Indonesia",earthquake,4,1.9,0.129,18,reviewed,us,us
2021-02-28T16:12:05.392Z,30.1537,131.1755,35,4.7,mb,,121,1.487,0.7,us,us7000dedd,2021-03-07T20:32:56.040Z,"56 km ESE of Koseda, Japan",earthquake,7.5,2,0.088,39,reviewed,us,us
2021-02-28T16:21:16.285Z,37.8161,20.7279,10,4,mb,,142,1.145,0.9,us,us7000dfjn,2021-03-07T20:50:16.040Z,"3 km WSW of Katastárion, Greece",earthquake,6.2,2,0.212,6,reviewed,us,us
2021-02-28T16:29:57.473Z,64.0167,-21.9792,10,4.3,mb,,134,0.786,0.84,us,us7000deqv,2021-03-07T20:52:28.077Z,"5 km SSW of Hafnarfjörður, Iceland",earthquake,2.7,1.9,0.105,26,reviewed,us,us
2021-02-28T16:35:28.063Z,60.0212,-153.0017,107.3,2.5,ml,,,,0.69,ak,ak0212pufz2p,2021-02-28T16:43:34.181Z,"67 km ENE of Pedro Bay, Alaska",earthquake,,0.9,,,automatic,ak,ak
2021-02-28T16:53:39.931Z,-31.5873,-178.5867,40.63,4.3,mb,,132,2.402,0.45,us,us7000dfje,2021-03-07T21:04:42.040Z,"Kermadec Islands region",earthquake,12.7,10.9,0.217,6,reviewed,us,us
2021-02-28T17:46:27.026Z,-4.445,144.091,103.9,4.3,mb,,110,4.047,0.86,us,us7000dedw,2021-02-28T20:44:40.040Z,"42 km S of Angoram, Papua New Guinea",earthquake,8.2,12.5,0.133,16,reviewed,us,us
2021-02-28T17:54:36.544Z,61.7074,-146.6789,12.7,3.8,ml,,,,0.92,ak,ak0212pv5hua,2021-03-03T06:48:13.795Z,"32 km S of Nelchina, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-02-28T19:01:37.693Z,63.9956,-22.0617,10,4.6,mb,,126,0.819,1.31,us,us7000dee1,2021-03-01T20:21:41.652Z,"10 km SW of Hafnarfjörður, Iceland",earthquake,7.2,1.9,0.072,57,reviewed,us,us
2021-02-28T19:21:48.224Z,-22.1265,-63.7713,530.47,4.5,mb,,55,4.156,0.64,us,us7000dee2,2021-02-28T20:29:11.635Z,"15 km SW of Yacuiba, Bolivia",earthquake,11.4,10,0.061,79,reviewed,us,us
2021-02-28T19:56:47.259Z,21.1498,121.993,161.26,4.1,mb,,133,1.863,0.88,us,us7000deea,2021-02-28T20:41:37.040Z,"77 km N of Basco, Philippines",earthquake,12.6,8.4,0.151,12,reviewed,us,us
2021-02-28T20:12:49.320Z,34.3261667,-116.9235,5.51,2.94,ml,132,39,0.06375,0.15,ci,ci39805008,2021-03-02T17:08:39.340Z,"9km N of Big Bear Lake, CA",earthquake,0.1,0.37,0.14,237,reviewed,ci,ci
2021-02-28T20:37:38.339Z,-22.7152,172.4055,10,5.7,mww,,53,4.581,1.34,us,us7000deeg,2021-03-01T20:40:48.775Z,"southeast of the Loyalty Islands",earthquake,10.5,1.8,0.05,38,reviewed,us,us
2021-02-28T20:53:36.570Z,19.3095,-155.2095,1.48,2.75,ml,51,131,,0.14,hv,hv72367117,2021-02-28T22:51:08.505Z,"14 km S of Volcano, Hawaii",earthquake,0.25,0.39,0.174043082815007,32,reviewed,hv,hv
2021-02-28T20:55:47.489Z,-17.9151,-178.4491,571.19,4.4,mb,,131,3.336,1.01,us,us7000dfju,2021-03-08T22:23:51.040Z,"237 km E of Levuka, Fiji",earthquake,12.3,10.3,0.12,20,reviewed,us,us
2021-02-28T20:56:22.890Z,32.06817627,-102.2414491,8.779256185,3.2,ml,34,89,0.08821655212,0.2,tx,tx2021edoq,2021-03-05T21:17:23.998Z,"western Texas",earthquake,0.6887711586,0.5827260772,0.1,14,reviewed,tx,tx
2021-02-28T21:23:50.373Z,-22.8725,172.3562,10,4.8,mb,,87,4.539,0.77,us,us7000deen,2021-03-01T04:16:07.040Z,"southeast of the Loyalty Islands",earthquake,8.9,1.9,0.09,38,reviewed,us,us
2021-02-28T21:38:38.590Z,36.36316667,-98.15533333,7.22,3.68,ml,81,38,0,0.15,ok,ok2021edqa,2021-03-02T14:00:12.524Z,"3 km SE of Meno, Oklahoma",earthquake,,0.3,0.24,37,reviewed,ok,ok
2021-02-28T22:00:42.397Z,31.68844842,-104.3008053,6.568603516,3.2,ml,22,50,0.08579881403,0.3,tx,tx2021edqt,2021-03-04T18:25:21.694Z,"54 km S of Whites City, New Mexico",earthquake,1.09425564,1.415429221,0.2,12,reviewed,tx,tx
2021-02-28T22:51:23.183Z,6.651,124.9865,11.68,4.5,mb,,88,0.72,0.45,us,us7000defc,2021-03-04T14:43:34.318Z,"2 km NNE of Telafas, Philippines",earthquake,6.3,2.8,0.135,16,reviewed,us,us
2021-02-28T23:32:57.854Z,38.1694,-117.8986,11.6,2.8,ml,29,48.46,0.023,0.1796,nn,nn00801482,2021-03-01T17:27:24.722Z,"30 km SE of Mina, Nevada",earthquake,,0.5,0.25,13,reviewed,nn,nn
2021-02-28T23:37:15.587Z,-17.7134,167.5055,11,5.8,mww,,31,2.272,1.09,us,us7000defm,2021-03-02T03:56:40.021Z,"85 km W of Port-Vila, Vanuatu",earthquake,6.8,1.7,0.093,11,reviewed,us,us
2021-02-28T23:52:34.115Z,-2.6399,102.1121,169.67,4.5,mb,,35,1.905,0.67,us,us7000dfjt,2021-03-06T21:56:12.040Z,"102 km NNW of Curup, Indonesia",earthquake,5.8,6.6,0.078,49,reviewed,us,us
2021-03-01T00:13:33.879Z,-4.4379,102.2745,39.92,4.3,mb,,123,6.132,0.75,us,us7000dfzr,2021-03-06T23:17:24.040Z,"70 km S of Bengkulu, Indonesia",earthquake,15.2,9.9,0.148,13,reviewed,us,us
2021-03-01T00:33:36.061Z,-17.2705,167.459,10,4,mb,,86,1.829,0.5,us,us7000dg0t,2021-03-06T22:32:35.383Z,"104 km WNW of Port-Vila, Vanuatu",earthquake,6.3,1.9,0.26,4,reviewed,us,us
2021-03-01T00:42:54.240Z,18.067,-67.5198,20,2.71,md,14,267,0.32,0.54,pr,pr2021060001,2021-03-01T01:40:50.936Z,"35 km W of Puerto Real, Puerto Rico",earthquake,2.31,32.45,0.1,8,reviewed,pr,pr
2021-03-01T01:15:09.454Z,15.6189,-93.3437,92.4,4.4,mb,,168,1.335,0.73,us,us7000deg2,2021-03-07T23:41:43.040Z,"13 km S of San Isidro, Mexico",earthquake,7.8,6.6,0.065,69,reviewed,us,us
2021-03-01T01:31:41.542Z,64.1036,-22.1816,10,4.8,mb,,114,0.745,0.69,us,us7000deg9,2021-03-07T23:54:22.317Z,"8 km W of Álftanes, Iceland",earthquake,6.7,1.9,0.042,176,reviewed,us,us
2021-03-01T01:34:46.040Z,-45.9443,-72.7804,10,4.6,mwr,,121,0.611,0.87,us,us7000deg8,2021-03-08T00:02:24.713Z,"53 km S of Puerto Chacabuco, Chile",earthquake,2.5,1.9,,,reviewed,us,guc
2021-03-01T01:40:52.089Z,-17.737,-72.6114,10,4.5,mb,,148,2.249,0.97,us,us7000degb,2021-03-08T01:15:28.288Z,"98 km SSW of Islay (Matarani), Peru",earthquake,7.7,1.9,0.136,16,reviewed,us,us
2021-03-01T02:37:33.601Z,44.3526,-115.1929,10,2.9,ml,,62,0.215,1.25,us,us7000degn,2021-03-01T23:53:10.040Z,"25 km NW of Stanley, Idaho",earthquake,2,2,0.044,68,reviewed,us,us
2021-03-01T02:54:06.464Z,42.1519,144.3451,25.64,4.6,mb,,134,0.894,0.8,us,us7000degr,2021-03-08T01:38:02.040Z,"91 km S of Kushiro, Japan",earthquake,6,5.4,0.066,67,reviewed,us,us
2021-03-01T02:58:07.935Z,33.6588,141.2261,43.05,4.2,mb,,182,1.3,0.69,us,us7000dfzs,2021-03-08T01:42:48.040Z,"185 km SSE of Katsuura, Japan",earthquake,10,11.5,0.216,6,reviewed,us,us
2021-03-01T03:29:49.097Z,-13.1629,166.6541,50.43,5.4,mww,,41,2.332,1.24,us,us7000degw,2021-03-08T02:03:40.943Z,"125 km NW of Sola, Vanuatu",earthquake,7.7,5,0.086,13,reviewed,us,us
2021-03-01T03:57:38.475Z,69.1978,-145.8863,10,3.4,ml,,201,1.476,0.4,us,us7000deh9,2021-03-01T04:14:16.040Z,"120 km N of Arctic Village, Alaska",earthquake,4.4,2,0.055,44,reviewed,us,us
2021-03-01T04:19:32.479Z,-25.3941,179.62,532.63,4.3,mb,,104,4.412,1.08,us,us7000dfzu,2021-03-08T02:46:19.040Z,"south of the Fiji Islands",earthquake,14,7.6,0.148,13,reviewed,us,us
2021-03-01T04:35:53.259Z,64.004,-161.1461,0,2.7,ml,,,,0.65,ak,ak0212rau67i,2021-03-01T05:05:17.040Z,"22 km NW of Unalakleet, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-03-01T04:56:08.160Z,18.2778,-68.0186,104,3.46,md,23,156,0.4329,0.25,pr,pr2021060004,2021-03-08T02:51:18.040Z,"52 km SE of Punta Cana, Dominican Republic",earthquake,1.75,1.21,0.11,16,reviewed,pr,pr
2021-03-01T05:59:19.217Z,58.7387,-137.4054,5.6,2.9,ml,,,,0.73,ak,ak0212rbkodj,2021-03-02T13:43:18.040Z,"86 km NW of Elfin Cove, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-03-01T05:59:38.403Z,19.6204,-64.5972,35,2.9,ml,,319,1.888,0.35,us,us7000dehy,2021-03-02T13:53:20.040Z,"144 km N of Cruz Bay, U.S. Virgin Islands",earthquake,8.3,2,0.07,27,reviewed,us,us
2021-03-01T06:03:47.626Z,-24.3059,-67.2279,193.03,4.3,mb,,112,1.605,0.65,us,us7000dei0,2021-03-05T13:24:51.040Z,"92 km W of San Antonio de los Cobres, Argentina",earthquake,8.1,14.2,0.306,3,reviewed,us,us
